filename,psnr,ssim,mse,mae,lpips,inference_time,ir_path,pred_path,gt_path
tile_0033.png,29.16221809387207,0.65736717,0.001212768955156207,0.02780967764556408,0.2074664980173111,0.008998632431030273,data/ir\tile_0033.png,outputs/predictions\tile_0033.png,data/rgb\tile_0033.png
tile_0034.png,28.306365966796875,0.5528485,0.0014769424451515079,0.029437696561217308,0.3783673942089081,0.009958028793334961,data/ir\tile_0034.png,outputs/predictions\tile_0034.png,data/rgb\tile_0034.png
tile_0035.png,24.237518310546875,0.48095015,0.0037691923789680004,0.043832771480083466,0.4154853820800781,0.009006023406982422,data/ir\tile_0035.png,outputs/predictions\tile_0035.png,data/rgb\tile_0035.png
tile_0036.png,29.439002990722656,0.8358264,0.001137888408266008,0.026820577681064606,0.1713046282529831,0.007277250289916992,data/ir\tile_0036.png,outputs/predictions\tile_0036.png,data/rgb\tile_0036.png
tile_0037.png,38.55271530151367,0.7082823,0.0001395495783071965,0.009813953191041946,0.09115402400493622,0.0069942474365234375,data/ir\tile_0037.png,outputs/predictions\tile_0037.png,data/rgb\tile_0037.png
tile_0038.png,30.225662231445312,0.7916081,0.0009493664256297052,0.017977863550186157,0.2170124053955078,0.009006023406982422,data/ir\tile_0038.png,outputs/predictions\tile_0038.png,data/rgb\tile_0038.png
tile_0039.png,29.22171401977539,0.47933933,0.0011962685966864228,0.024427440017461777,0.3211093842983246,0.008998870849609375,data/ir\tile_0039.png,outputs/predictions\tile_0039.png,data/rgb\tile_0039.png
tile_0040.png,30.95455551147461,0.73672324,0.0008026840514503419,0.02256980538368225,0.2160632163286209,0.007575273513793945,data/ir\tile_0040.png,outputs/predictions\tile_0040.png,data/rgb\tile_0040.png
tile_0041.png,30.780418395996094,0.47272563,0.0008355228928849101,0.022075576707720757,0.3434533476829529,0.009939193725585938,data/ir\tile_0041.png,outputs/predictions\tile_0041.png,data/rgb\tile_0041.png
tile_0042.png,24.353601455688477,0.55975354,0.003669777885079384,0.04363691434264183,0.36588576436042786,0.00699925422668457,data/ir\tile_0042.png,outputs/predictions\tile_0042.png,data/rgb\tile_0042.png
tile_0043.png,35.48378372192383,0.64049906,0.0002828927827067673,0.012763453647494316,0.1784980297088623,0.008000850677490234,data/ir\tile_0043.png,outputs/predictions\tile_0043.png,data/rgb\tile_0043.png
tile_0044.png,23.217609405517578,0.5021603,0.004766932688653469,0.05240986868739128,0.3796640634536743,0.00899815559387207,data/ir\tile_0044.png,outputs/predictions\tile_0044.png,data/rgb\tile_0044.png
tile_0045.png,29.958742141723633,0.69607615,0.0010095457546412945,0.020155437290668488,0.2396184802055359,0.009104728698730469,data/ir\tile_0045.png,outputs/predictions\tile_0045.png,data/rgb\tile_0045.png
tile_0046.png,27.956418991088867,0.44731534,0.0016008773818612099,0.028029151260852814,0.37997591495513916,0.009001970291137695,data/ir\tile_0046.png,outputs/predictions\tile_0046.png,data/rgb\tile_0046.png
tile_0047.png,30.086273193359375,0.7331154,0.0009803308639675379,0.020848136395215988,0.27244505286216736,0.009034395217895508,data/ir\tile_0047.png,outputs/predictions\tile_0047.png,data/rgb\tile_0047.png
tile_0048.png,27.725332260131836,0.38640508,0.0016883672215044498,0.030540956184267998,0.3735214173793793,0.007008790969848633,data/ir\tile_0048.png,outputs/predictions\tile_0048.png,data/rgb\tile_0048.png
tile_0049.png,29.58907699584961,0.5058417,0.001099239569157362,0.025717241689562798,0.27765214443206787,0.007024288177490234,data/ir\tile_0049.png,outputs/predictions\tile_0049.png,data/rgb\tile_0049.png
